93.186.225.194,192.168.31.100,443,39072,1,39
192.168.31.100,93.186.225.194,39072,443,2,39
192.168.31.1,192.168.31.100,53,55626,1,123
192.168.31.100,192.168.31.1,55626,53,1,43
192.168.31.100,87.240.129.131,60950,443,7,571
87.240.129.131,192.168.31.100,443,60950,7,787
